uniprot_acc	content_fraction	content_count	length	start	end
P0A7Q1	0.985	64	65	2	65
A0A1B4XMM2	0.898	53	59	2	54
P9WH99	0.93	53	57	2	54
G0RYD6	0.123	55	446	2	56
D0C9K5	0.885	54	61	2	55
Q54323	0.982	55	56	2	56
Q8RWA7	0.671	96	143	2	55
P04123	0.841	58	69	2	59
P60006	0.463	56	121	2	57
Q9C9Z5	0.877	57	65	2	58
P03898	0.878	101	115	2	62
P9WMU1	0.227	59	260	2	60
A9W9V0	0.808	59	73	2	60
A0A1B4XKT0	0.984	60	61	2	61
F1NC51	0.984	61	62	2	62
S7VV10	0.877	64	73	2	65
A0A1S3TUX2	0.955	64	67	2	65
A0A1B4XM73	0.97	64	66	2	65
Q9ERS2	0.931	134	144	2	84
P03551	0.566	73	129	2	74
Q5F881	0.872	68	78	2	69
W0E6A1	0.863	69	80	2	70
Q05752	0.779	88	113	2	70
O66186	0.561	88	157	2	73
P03049	0.988	82	83	2	83
P27391	0.988	83	84	2	84
A0A1H6Q311	0.956	86	90	2	87
P63092	0.003	1	394	3	3
P45686	0.155	17	110	3	19
Q8TNK0	0.416	42	101	3	44
P16649	0.118	84	713	3	86
Q8UYT3	0.526	50	95	3	52
P9WMF1	0.203	29	143	3	17
A0A0J9X268	0.021	7	333	3	9
P62806	0.553	57	103	3	13
P97372	0.038	9	239	3	11
O84835	0.029	10	346	1	10
Q6Q0L4	0.022	5	223	3	7
Q9X4Q8	0.025	10	408	3	7
Q2LJ73	0.233	68	292	3	7
A0A0H3C9J4	0.353	61	173	1	45
Q96J94	0.007	6	861	3	8
Q62897	0.034	22	655	3	24
Q04087	0.017	6	347	3	8
A0A218NZV3	0.033	6	180	3	8
A0A0H3LK92	0.074	9	122	3	11
Q8QXR6	0.14	42	300	3	8
P34160	0.016	14	861	3	8
O31466	1.0	53	53	1	53
P60670	0.012	7	608	3	9
P02283	0.301	37	123	3	9
Q9KEI5	0.019	10	539	3	12
Q12634	0.042	12	283	3	14
Q8BPB0	0.037	8	216	3	10
Q10316	0.053	8	152	3	10
Q875Q2	0.055	8	145	3	10
Q6TRU9	0.301	22	73	1	10
P17174	0.027	11	413	3	13
P01897	0.05	18	362	3	11
P10321	0.025	9	366	3	11
P17693	0.027	9	338	3	11
A0A045JVI3	0.047	9	193	3	11
P04439	0.115	42	365	3	11
Q17R98	0.009	10	1081	3	12
P49841	0.024	10	420	3	12
Q9H211	0.06	33	546	3	12
D6Y501	0.224	11	49	3	13
P25632	0.261	126	483	3	64
Q9Y823	0.031	13	418	3	15
Q5SLA5	0.056	20	355	3	22
A2D895	0.083	12	144	3	14
A0A3B3ITX3	0.217	13	60	3	15
P03466	0.094	47	498	3	14
Q2G542	0.049	14	288	3	16
Q9HCU8	0.121	13	107	3	15
P29559	0.474	27	57	3	15
P26715	0.112	26	233	3	15
Q9H165	0.03	25	835	3	16
Q2FW19	0.689	42	61	3	16
P18676	0.8	16	20	2	17
Q38610	0.335	58	173	2	59
P03432	0.073	55	757	1	23
Q9WZE6	0.049	16	328	3	18
P37362	0.8	16	20	3	18
C1PHG1	0.143	73	510	3	23
Q5RKV6	0.062	17	272	3	19
E2DQZ4	0.079	20	254	3	22
Q8IDB0	0.113	17	151	3	19
Q9S8T0	0.85	17	20	3	19
A0A5H1ZR43	0.818	18	22	3	20
A0A1B4XKT1	0.253	37	146	3	20
Q9UHB7	0.08	93	1163	3	21
P9WHJ4	0.189	21	111	3	23
W8L932	0.644	29	45	3	24
G8ZFK7	0.365	23	63	3	25
Q6N9L5	0.615	40	65	3	26
G1BIY4	0.783	36	46	3	29
A0QSG8	0.415	61	147	3	29
P97253	0.895	51	57	2	30
A0A3Q2U2Y6	0.236	33	140	2	34
Q9K2J6	0.511	46	90	3	48
P69428	0.528	47	89	1	47
P09669	0.707	53	75	3	27
P47128	0.54	61	113	1	43
A5A618	0.931	27	29	3	29
G1BIY9	0.783	36	46	3	29
Q9MYT8	0.394	28	71	3	30
W5QF73	0.946	123	130	3	98
Q6YXK4	0.906	29	32	3	31
B4UQM4	0.312	34	109	1	34
P92277	0.882	30	34	3	32
Q00361	0.507	36	71	3	38
P50370	0.939	31	33	3	33
A0A1S3U9S5	0.528	38	72	3	33
O52762	0.112	54	482	3	34
P12238	0.94	79	84	3	81
O95139	0.602	77	128	3	36
P00862	0.26	81	311	2	82
Q3U0P1	0.039	43	1104	3	45
P05647	1.0	44	44	1	44
G0S2A3	0.161	41	255	3	43
P19873	0.956	65	68	3	43
V5V507	0.955	42	44	3	44
Q9BTL3	0.364	43	118	3	45
P49228	0.933	56	60	2	57
C4R2D9	0.39	48	123	3	50
O14957	0.893	50	56	3	52
Q2FZ83	0.249	51	205	3	53
Q9NQS7	0.13	119	918	3	55
Q9UDW1	0.968	61	63	2	62
G0S589	0.07	61	866	3	63
Q750S2	0.066	98	1479	3	75
Q96BD8	0.333	85	255	3	87
A0A140ND86	0.977	84	86	3	86
A0A0H3GLZ1	0.955	84	88	3	86
G1BIZ0	0.977	84	86	3	86
P09471	0.04	14	354	4	17
P83698	0.033	11	333	1	4
P69933	0.039	9	233	4	12
Q31164	0.004	1	237	4	4
Q9U6Y4	0.195	45	231	4	25
P27245	0.104	15	144	4	13
Q5JE33	0.038	34	906	4	9
Q9Y6Y0	0.016	10	642	4	13
Q5C9L2	0.034	12	355	1	12
P03281	0.486	68	140	2	69
Q5SM04	0.922	71	77	4	74
Q9NVU0	0.069	49	708	4	9
Q5G3N6	0.144	17	118	4	9
P12506	0.07	6	86	1	6
P53073	0.437	83	190	4	36
Q7LBE3	0.008	6	791	4	9
A0A0J9X250	0.015	5	327	4	8
A0A0J9X252	0.015	5	327	4	8
Q8IIU8	0.019	5	261	4	8
Q5IJ48	0.005	6	1285	4	9
P20083	0.01	6	630	4	9
F6BCS4	0.053	14	263	4	17
Q187M0	0.078	9	116	2	10
E2RXU2	0.868	33	38	1	33
P03897	0.591	68	115	4	59
Q96CG3	0.103	19	184	4	10
Q59110	0.098	36	366	4	15
Q06528	0.045	16	356	4	19
P81464	0.412	7	17	4	10
P0C0S5	0.523	67	128	4	10
B3KX63	0.015	8	551	4	11
Q84AQ4	0.039	13	333	4	16
A0A218P055	0.136	8	59	4	11
O48468	0.941	48	51	3	50
Q4D080	0.022	9	404	4	12
P21549	0.056	22	392	4	25
Q9NPA0	0.037	9	242	4	12
P06100	0.335	64	191	4	13
G4SZ63	0.061	15	247	4	13
Q9VKM1	0.013	11	843	4	14
Q7Z6B0	0.025	11	441	4	14
A0A218P4I2	0.082	12	147	4	15
P10293	0.531	17	32	4	15
Q9F1R6	0.951	39	41	2	40
Q0SZ80	0.362	29	80	4	22
P9WHD7	0.233	34	146	4	15
Q10589	0.672	121	180	4	16
Q99ZS1	0.103	40	388	2	41
P47047	0.013	14	1073	4	17
Q9DUM3	0.014	14	1036	4	17
Q64663	0.032	19	595	4	17
Q1HG43	0.05	17	343	4	20
Q58018	0.082	22	267	4	25
P48240	0.08	20	250	4	23
P61014	0.288	15	52	4	18
A0A3F2YLT8	0.046	21	456	3	23
E6Z0R4	0.355	22	62	3	24
Q86WV6	0.1	38	379	4	20
Q04477	0.319	68	213	4	26
P14904	0.043	22	514	1	22
Q78ZM0	0.136	22	162	4	25
A0A6J4B0N3	0.126	19	151	4	22
P05834	0.333	23	69	4	22
O60493	0.142	23	162	4	26
P95673	0.63	29	46	4	25
Q04760	0.147	27	184	3	29
P19735	0.162	146	899	4	26
O96013	0.093	55	591	4	58
Q9CQC7	0.977	126	129	4	129
Q6CPG3	0.946	53	56	4	56
A0A2D2D5X7	0.099	39	395	4	42
P62109	0.853	29	34	4	32
H8Z3R9	0.922	71	77	2	72
A0A0Q9HY32	0.925	74	80	4	51
A0A0Q0UXS2	0.909	30	33	4	33
D5MAJ9	0.944	34	36	1	34
P02643	0.264	48	182	4	34
P62100	0.972	35	36	1	35
Q6FNZ9	0.103	42	407	4	38
Q8Y614	0.575	65	113	3	67
Q6CVA1	0.06	35	583	4	38
A0A4S5AQC3	0.921	35	38	4	38
P32974	0.921	35	38	4	38
P60129	0.921	35	38	4	38
Q8DJZ6	1.0	38	38	1	38
Q9ZPY5	0.569	37	65	4	40
E9AFM3	0.05	40	796	4	43
P14790	0.7	42	60	4	45
U3KRF8	0.079	41	519	4	44
A0A2N6M8S7	0.636	42	66	4	45
P9WH93	0.894	42	47	4	45
A0A4X1TX70	0.733	44	60	4	47
O87365	0.413	45	109	4	48
H6QM90	0.074	56	760	1	56
A0A0F7UYM7	0.944	51	54	4	54
Q12285	0.443	94	212	3	56
E9BJV7	0.947	54	57	4	57
Q8DR57	0.532	58	109	4	61
P0CF96	0.859	55	64	4	58
P42939	0.772	78	101	4	81
H8Z3S4	0.963	78	81	4	81
H8Y6N2	0.013	7	523	5	11
F4KU78	0.135	30	222	5	22
P37334	0.069	13	188	5	17
A0QSE0	0.092	9	98	5	13
P62328	0.5	22	44	5	26
B7UCZ3	0.117	31	265	5	35
P9WML7	0.045	17	380	5	21
P49848	0.204	138	677	5	19
C6KST3	0.03	7	235	5	11
P62805	0.893	92	103	2	66
E1C3A0	0.068	52	762	2	13
Q5IZK2	0.014	9	646	5	13
P13448	0.145	30	207	5	7
Q8Y6T2	0.055	20	361	5	24
Q82122	0.056	120	2153	2	8
Q86638	0.237	45	190	5	40
A0A0J9X246	0.015	5	334	5	9
A0A0J9X248	0.015	5	334	5	9
A0A182DWE0	0.021	7	334	5	11
P58152	0.828	72	87	1	13
O68692	0.909	60	66	1	35
Q8GSK4	0.067	64	959	5	25
P60514	0.775	31	40	2	12
W5PP37	0.584	94	161	5	10
Q9CQ48	0.185	29	157	5	14
P22216	0.037	30	821	3	12
P09988	0.096	13	136	5	11
Q5V8Y6	0.052	39	752	1	21
Q81TV3	0.02	8	396	5	12
P61994	0.122	18	147	2	14
P69054	0.132	17	129	4	20
A0R551	0.796	43	54	5	14
Q71PB4	0.034	14	412	5	18
P63097	0.025	9	354	5	13
P19508	0.08	9	112	5	13
Q88435	0.028	14	509	3	16
B5GLB3	0.161	38	236	2	24
O25064	0.104	10	96	5	14
P58091	0.682	60	88	5	19
Q9QR71	0.031	35	1129	5	15
Q05128	0.037	12	326	5	16
P41021	0.095	12	126	5	16
P50983	0.706	12	17	5	16
Q9P9J8	0.882	60	68	4	16
P51530	0.012	13	1060	5	17
Q8N5D0	0.019	13	677	5	17
P19060	0.023	15	660	5	19
Q06YR3	0.045	16	357	5	20
P0C195	0.727	16	22	5	20
P84308	0.076	21	276	5	25
C5DF24	0.164	28	171	1	28
P58568	0.735	36	49	5	22
P62012	0.982	55	56	2	56
P03050	1.0	53	53	1	53
Q8R5A3	0.031	21	670	5	25
Q95KV7	0.875	126	144	5	86
Q05195	0.217	48	221	5	25
O39914	0.25	22	88	5	26
P62273	0.982	55	56	2	56
A0A0J9XTC4	0.096	35	366	5	39
Q4DN73	0.279	24	86	5	28
P84507	0.727	24	33	5	28
D5K9E3	0.918	56	61	5	60
D2Z0P1	0.915	43	47	5	47
A0A0J9X228	0.299	26	87	5	30
Q6CXT6	0.345	30	87	1	30
Q9Y7N2	0.638	88	138	5	31
B5SNS4	0.109	29	266	5	33
P37542	0.269	32	119	2	33
G1BIY5	0.973	71	73	3	73
Q834P5	0.142	68	478	5	35
P0C1D4	0.886	31	35	5	35
O54465	0.986	71	72	2	72
P0AD24	0.893	67	75	2	53
A0Q7I5	0.217	40	184	5	44
A4VDZ5	0.282	40	142	5	44
Q03067	0.455	45	99	3	47
Q6ZY24	0.441	41	93	5	45
A0A077K7L1	0.159	46	289	5	50
P03429	0.128	97	759	1	59
A0R7K0	0.979	46	47	2	47
Q9KSX6	0.321	44	137	5	48
A5YKJ2	0.101	47	466	5	51
Q587A7	0.219	81	370	5	85
A2DYA8	0.912	52	57	5	56
P0CI74	0.867	85	98	3	64
A0R1B6	0.848	67	79	1	56
P11274	0.057	73	1271	1	67
P42588	0.015	7	459	6	12
P25359	0.03	12	394	6	17
O67987	0.058	15	257	2	16
P06239	0.086	44	509	2	7
Q8GME2	0.121	22	182	1	14
P60293	0.082	36	440	6	10
O25896	0.128	19	148	6	24
Q6P823	0.044	6	136	2	7
A0A0E2IV13	0.181	21	116	6	13
C6KJK3	0.009	5	543	6	10
Q80A30	0.045	25	552	6	9
P11488	0.026	9	350	2	10
P06514	0.156	17	109	1	17
Q01519	0.265	22	83	6	14
P04637	0.384	151	393	6	62
D3GU39	0.043	19	445	1	19
Q9SV55	0.016	7	425	6	12
A0A384E115	0.053	9	169	5	13
Q9L2B5	0.095	15	158	6	13
C3SLI7	0.017	8	476	6	13
A6KZ44	0.031	11	356	6	16
P01016	0.571	8	14	6	13
Q9M3L2	0.625	25	40	6	13
Q70KD9	0.029	12	417	6	17
Q14749	0.041	12	295	6	17
Q33CG5	0.073	9	124	6	14
A0A0X1KGB4	0.123	9	73	6	14
P12528	0.037	25	667	6	25
H4UNX9	0.043	19	445	1	19
P11065	0.069	14	203	6	19
Q03164	0.027	109	3969	6	15
A0A0H3CU18	0.068	13	191	6	18
Q72GL2	0.241	28	116	6	33
Q15835	0.021	12	563	6	17
P96621	0.462	43	93	6	18
P40742	0.054	16	298	6	21
P80403	0.406	13	32	6	18
P13449	0.142	30	212	1	30
B2VLW8	0.156	14	90	6	19
A0A3F2YLX0	0.636	14	22	6	19
P40818	0.024	27	1118	6	22
Q9P7Y4	0.085	75	879	6	20
J9PBS1	0.136	28	206	1	28
Q9LZI6	0.482	40	83	4	23
A0A6A5PTG9	0.033	16	487	6	21
D9IA44	0.089	18	203	6	23
Q99547	0.425	68	160	5	21
Q8DKZ4	0.308	73	237	6	28
Q8WUP2	0.046	17	373	6	22
Q03188	0.056	53	943	6	22
Q9UK17	0.031	20	655	6	25
A0QVH4	0.214	18	84	6	23
P9WJK5	0.025	19	750	6	24
E3PY96	0.347	42	121	5	46
P68433	0.36	49	136	2	24
G5CT11	0.04	21	531	5	25
P61926	0.263	20	76	6	25
P63249	0.263	20	76	6	25
Q3SX13	0.263	20	76	6	25
Q71U53	0.263	20	76	6	25
P61925	0.579	44	76	6	25
P11208	0.324	127	392	6	25
P63248	0.289	22	76	6	27
G3HK48	0.095	23	241	6	28
P24937	0.096	24	250	6	29
P0AAW9	0.939	46	49	1	46
Q92133	0.5	68	136	2	69
I6U853	0.183	38	208	6	43
Q6P5Q4	0.219	120	547	6	41
Q481E4	0.926	63	68	6	68
O96269	0.741	43	58	6	48
W0E5B0	0.898	44	49	6	49
K9LHF3	0.071	55	772	2	56
O26567	1.0	53	53	1	53
P16333	0.162	61	377	1	61
P03899	0.887	102	115	1	102
P00130	0.969	62	64	2	63
Q8WUW1	0.907	68	75	6	73
Q9UBD5	0.024	17	711	3	19
Q9HC52	0.064	25	389	7	11
P9WG45	0.022	15	675	7	21
C5YH12	0.044	16	362	5	20
Q5L3Q1	0.697	108	155	7	17
P71672	0.287	46	160	7	29
P16139	0.113	30	266	7	36
Q7Z5K2	0.004	5	1190	7	11
Q7NX87	0.021	5	236	7	11
A0A0J9X206	0.027	5	185	7	11
Q9USV3	0.369	69	187	7	11
Q6IV62	0.03	10	330	7	16
Q186C2	0.069	13	188	4	16
Q5LTG1	0.105	16	152	7	14
G1SYS4	0.042	6	144	7	12
H9BRQ7	0.273	6	22	7	12
H9BRQ8	0.3	6	20	7	12
Q02379	0.208	22	106	7	12
Q13888	0.134	53	395	7	31
Q85FQ6	0.969	31	32	2	32
E3W6A8	0.127	8	63	7	14
O77381	0.056	9	161	7	15
O11818	0.429	9	21	7	15
O11822	0.429	9	21	7	15
L7N695	0.706	72	102	6	77
O95365	0.017	10	584	7	16
Q5EGM3	0.019	10	513	7	16
Q4GZD1	0.032	11	342	7	17
P68108	0.625	10	16	7	16
A0A218P0Q1	0.073	11	151	7	17
Q4FX34	0.032	13	412	7	19
P55788	1.0	21	21	1	21
P21179	0.183	138	753	7	34
M7TVE7	0.024	15	623	7	21
Q7T416	0.022	13	581	7	19
Q8PDA8	0.104	31	298	7	37
P04037	0.252	39	155	7	19
Q84FS6	0.127	29	229	4	19
Q607G3	0.182	45	247	7	20
Q8X182	0.027	20	753	7	26
P13618	0.566	43	76	7	22
Q61391	0.023	17	750	7	23
P05866	0.211	19	90	7	25
Q12420	0.083	49	587	7	24
P85981	0.559	19	34	7	25
Q9P793	0.016	22	1418	7	28
Q9P0J0	0.729	105	144	7	67
Q9NZC9	0.024	23	954	7	29
P36937	1.0	29	29	1	29
A0A125YS47	0.293	24	82	7	30
A0A655ZDK1	0.904	47	52	1	47
P30980	0.778	28	36	7	34
Q96T68	0.082	59	719	6	64
A2A136	0.116	57	491	7	37
O19930	0.857	36	42	7	42
B9PTA0	0.763	45	59	7	45
Q8EF26	0.667	48	72	7	47
T1YD75	0.84	42	50	7	48
P07278	0.113	47	416	4	50
I7MMW3	0.62	44	71	7	50
P0DN34	0.93	53	57	5	57
F1QK17	0.071	46	646	7	52
Q5V8X3	0.127	98	770	1	58
G3N2W1	0.754	52	69	7	58
Q9KN58	0.345	58	168	2	59
A0A1D8NFX6	0.791	53	67	7	59
Q4DA48	0.909	60	66	7	66
P9WLU3	0.861	62	72	7	68
O95182	0.823	93	113	6	74
G0S0N0	0.514	89	173	7	75
P0A2U4	0.116	18	155	8	25
Q9ZTU2	0.042	15	360	5	19
Q5LLB9	0.146	23	158	8	20
P0A0F8	0.459	67	146	1	17
O54157	0.05	14	280	6	19
Q8YHT7	0.029	5	173	8	12
Q9DBG3	0.007	7	937	6	12
A7LBW5	0.873	55	63	8	62
P0CX33	0.968	61	63	1	61
O87802	0.021	7	330	8	14
Q401L7	0.015	5	336	8	12
Q3SYX9	0.113	17	151	8	24
Q6TGC4	0.017	12	694	8	13
P0AES4	0.009	8	875	8	15
Q2FUM4	0.176	30	170	7	36
F5BZJ3	0.754	52	69	8	14
Q10666	0.018	8	438	8	15
P08729	0.019	9	469	8	16
B7LG64	0.043	19	445	1	19
A8ASG6	0.114	37	325	2	18
Q31NB2	0.099	11	111	8	18
P00998	0.179	10	56	8	17
G1BIY7	0.09	29	324	8	17
P12978	0.107	52	487	8	19
Q14191	0.009	13	1432	8	20
Q47150	0.977	84	86	3	86
Q5JJD0	0.982	56	57	2	57
P35207	0.064	83	1287	8	24
Q9I700	0.051	23	448	8	30
A4WH64	0.168	25	149	8	32
P36075	0.09	40	443	8	26
Q6CR58	0.135	69	511	5	44
P36116	0.14	23	164	8	30
A3DCU2	0.256	23	90	8	30
I1REW2	0.038	28	745	8	35
P77921	0.5	25	50	8	32
P07552	0.857	48	56	7	54
Q02378	0.544	31	57	8	38
P0DTC4	0.533	40	75	8	38
P60128	0.821	32	39	8	39
P12493	0.102	51	500	8	43
P37534	0.562	36	64	8	43
P12368	0.112	45	401	1	45
V8PGJ1	0.211	38	180	8	45
W5P913	0.667	40	60	8	47
P0ADX5	0.927	51	55	4	54
P0CL56	0.774	41	53	8	48
Q6CUH5	0.889	56	63	8	63
A2FHY5	0.677	42	62	8	49
W5QG39	0.862	50	58	8	57
Q9B6C7	1.0	128	128	1	128
O06663	0.893	67	75	2	68
Q6CXE9	0.268	67	250	8	74
Q9BYV9	0.014	12	841	9	20
P76143	0.082	24	291	9	32
A6TJ50	0.056	7	124	9	15
P20047	0.098	12	122	9	20
O59767	0.081	25	310	9	18
Q7CP90	0.039	5	128	9	13
Q6CJK0	0.126	19	151	2	20
L0R8F8	0.243	17	70	7	13
A7NJ87	0.022	5	226	9	13
C8CHL4	0.173	30	173	2	31
P01542	0.37	17	46	9	13
Q83884	0.015	8	530	9	16
P0CI39	0.016	7	431	9	15
Q54527	0.024	9	374	9	17
P08754	0.017	6	354	9	14
P25024	0.046	16	350	9	14
P00752	0.142	35	246	8	19
P51681	0.037	13	352	9	21
Q1RCS1	0.034	8	236	9	16
Q72JC0	0.153	20	131	7	26
A0A1L1QK34	0.524	33	63	7	26
P52564	0.027	9	334	9	17
Q1I8U1	0.033	9	271	9	17
P9WNI7	0.553	52	94	9	39
D5ARP5	0.045	11	242	9	19
Q9BWK5	0.07	11	157	9	19
P15220	0.583	21	36	1	21
P04480	0.051	30	592	9	20
Q58WW2	0.015	13	860	9	21
Q9CPU0	0.136	25	184	4	28
A0A0G3SCW3	0.186	26	140	7	32
E9P9X4	0.645	40	62	9	24
Q5UQS6	0.034	20	584	9	28
Q8IH18	0.033	33	1010	9	25
P07243	0.182	18	99	9	26
Q79416	0.5	18	36	9	26
P15819	0.489	22	45	9	30
Q9UGI0	0.037	26	708	7	32
Q55354	0.795	31	39	9	39
A0A1B4XRZ8	0.629	39	62	9	39
Q92163	0.516	32	62	9	40
Q04645	0.552	32	58	9	40
Q87MV2	0.72	54	75	2	46
O68394	0.683	41	60	9	49
O34800	0.786	44	56	9	52
A0QQ39	0.16	83	518	9	91
A4IJH4	0.833	50	60	8	57
O74986	0.187	55	294	9	58
O75438	0.862	50	58	9	58
Q9BV40	0.66	66	100	9	74
W5NYM7	0.94	79	84	5	83
O60104	0.082	31	376	10	22
Q7X0D9	0.113	18	159	10	15
P62304	0.054	5	92	10	14
O97428	0.194	25	129	10	34
Q5VMP0	0.021	15	720	5	19
P04053	0.02	10	509	10	19
Q71AW2	0.072	19	264	6	16
Q93R11	0.052	8	153	10	17
P05756	0.139	21	151	2	22
P83407	0.194	6	31	9	14
A9H5W8	0.031	16	511	9	18
O88454	0.131	52	398	10	61
P0CU64	0.206	7	34	10	16
O76922	0.009	8	866	10	17
Q59643	0.05	17	337	5	21
O60829	0.078	8	102	10	17
O43676	0.541	53	98	10	17
O59029	0.064	28	439	9	18
Q8PDA5	0.062	10	162	10	19
P84781	0.514	19	37	9	27
P48268	0.829	68	82	10	20
P03275	0.053	31	582	10	20
O00483	0.148	12	81	10	21
A0A1D5B387	0.714	15	21	7	21
A0A140F3K6	0.155	20	129	10	29
B2G3C8	0.531	26	49	10	22
Q9DCS9	0.449	79	176	4	82
S5QA87	0.195	58	297	10	22
Q9VIF5	0.048	47	981	7	53
P24264	0.081	18	221	10	27
O15350	0.104	66	636	10	25
Q8IVP5	0.11	17	155	10	26
Q7Z5R6	0.039	26	666	7	32
P37807	0.855	53	62	8	60
P04650	0.549	28	51	10	37
P00273	0.865	32	37	4	35
Q14919	0.195	40	205	10	33
Q6CUV9	0.066	44	664	10	53
P03233	0.163	93	570	10	102
P15923	0.093	61	654	10	34
Q9V535	0.164	27	165	10	36
P0AAX1	0.755	37	49	1	37
Q9HCH5	0.045	42	934	10	37
Q9FWR5	0.171	47	275	6	44
P23308	0.649	37	57	7	43
Q676U5	0.068	41	607	10	50
B4Q3Z0	0.041	39	962	7	45
Q9P015	0.23	68	296	10	77
P18263	0.804	37	46	10	46
Q9F1K9	0.804	37	46	10	46
P04972	0.897	78	87	10	87
P44897	0.917	66	72	7	72
C0H4K8	0.833	45	54	10	54
Q32NN2	0.135	46	341	10	55
O15318	0.601	134	223	10	92
P38383	0.867	52	60	6	57
A0A0H2XIU6	0.806	50	62	9	58
G3XCY4	0.491	53	108	10	62
A0A0F6AK20	0.789	60	76	10	69
A0A1S3TQD2	0.833	60	72	10	69
Q6ZNX1	0.292	73	250	2	74
Q38B96	0.88	66	75	10	75
P82408	0.206	7	34	11	17
P25025	0.044	16	360	11	17
A8W893	0.007	4	550	11	14
A4GYF9	0.011	4	367	11	14
O04385	0.06	22	368	8	29
B2VNK2	0.015	5	333	11	15
I6UCL3	0.015	5	329	11	15
Q8PVU7	0.038	6	156	11	16
Q9UGP5	0.023	13	575	11	14
Q08278	0.203	45	222	11	30
A0R0M4	0.017	10	583	11	20
Q7SIG0	0.043	7	164	10	16
P06010	0.13	42	324	2	19
P04440	0.043	11	258	11	17
Q9BPX5	0.046	7	153	11	17
P0C213	0.025	9	353	11	19
P14079	0.025	9	353	11	19
Q02821	0.018	10	542	11	20
Q9BRS2	0.104	59	568	11	20
C3VHQ5	0.055	10	182	11	20
P49677	0.06	10	168	11	20
Q97ZJ9	0.263	25	95	11	35
B8YB61	0.253	24	95	11	34
P54274	0.027	12	439	11	22
A8AAA0	0.1	31	310	8	38
P20371	0.086	18	209	11	28
A0A069QC99	0.577	41	71	11	24
P00854	0.058	15	259	11	25
A0A096F4H2	0.137	17	124	11	27
Q9KMA5	0.154	16	104	11	26
B5KM66	0.807	71	88	11	49
P15884	0.105	70	667	11	27
Q99081	0.044	30	682	11	28
D5ARP9	0.166	25	151	11	35
A0QT09	0.179	28	156	11	38
Q27RN7	0.053	28	526	11	38
P26661	0.012	36	3033	9	44
P27782	0.134	53	397	11	41
A0A1V9IL35	0.131	33	251	11	43
Q9NQU5	0.059	40	681	11	44
P12239	0.778	35	45	11	45
Q96FZ7	0.234	47	201	11	45
P52292	0.1	53	529	11	54
Q8QL46	0.821	46	56	11	56
Q9WUF4	0.54	54	100	11	64
A0A0H3LV19	0.806	54	67	11	64
P63213	0.789	56	71	11	66
P63212	0.915	65	71	4	68
P27216	0.022	7	316	12	18
Q12692	0.037	5	134	12	16
Q7M0J8	1.0	14	14	1	14
B7NWR4	0.009	5	555	12	16
P10929	0.027	6	219	12	17
P11392	0.03	5	164	12	16
W5Q5T4	0.684	67	98	12	18
P68246	0.158	29	183	12	17
Q6UBQ3	0.022	16	738	9	19
E1V913	0.02	9	461	10	18
P30626	0.106	21	198	12	17
Q9DCL8	0.248	51	206	12	17
B5RSL7	0.831	74	89	2	25
A0A2D8IND4	0.031	14	455	9	22
Q70KH9	0.036	12	336	7	18
A0A0D6G6P6	0.033	9	273	10	18
P0ABV2	0.234	33	141	12	44
Q8ZRP8	0.017	8	473	12	19
Q3J1A6	0.062	19	308	2	20
W5Q5Y9	0.259	44	170	12	21
P27353	0.059	31	526	12	42
B5SNS1	0.066	12	183	12	23
Q9GQZ3	0.071	12	169	12	23
P58560	0.739	34	46	12	45
P11884	0.025	13	519	12	24
P29465	0.012	14	1165	12	25
Q12309	0.025	17	687	12	28
A0A2D0TC93	1.0	33	33	1	33
P85800	0.531	17	32	12	28
P40056	0.112	32	285	7	38
R4GRT4	0.589	43	73	12	32
Q02223	0.196	36	184	7	42
Q9P7P1	0.265	39	147	12	34
Q99496	0.092	31	336	12	42
Q42521	0.062	31	502	12	42
P50369	0.744	32	43	12	43
Q8DIN9	0.778	35	45	11	45
Q9NQB0	0.063	39	619	12	50
O43513	0.313	73	233	12	51
Q52335	0.373	41	110	12	52
P04124	0.797	55	69	2	56
P25989	0.251	49	195	12	60
Q8XAD5	0.905	57	63	6	62
P59768	0.901	64	71	5	68
O73967	0.881	59	67	9	67
S6C3M9	0.397	58	146	12	69
Q6YLE3	0.841	58	69	12	69
Q66479	0.094	206	2193	12	69
B2ZUN0	0.092	201	2193	12	69
Q8DJ02	0.841	111	132	12	122
O95168	0.729	94	129	12	88
Q9QF31	0.081	177	2193	13	69
P9WGI9	0.007	3	438	13	15
P29055	0.214	74	345	13	24
Q8TTZ4	0.018	5	272	13	17
Q9WY94	0.583	56	96	13	17
Q5EGM4	0.163	35	215	10	23
P61831	0.088	12	136	13	18
Q06405	0.733	74	101	7	45
A0A5E7M111	0.022	10	454	10	19
M9UD72	0.199	28	141	11	38
P04616	0.397	46	116	6	28
Q8U1R4	0.883	53	60	3	55
Q8NI35	0.031	56	1801	12	67
Q9HCY8	0.317	33	104	2	23
Q9X261	0.066	20	303	5	24
Q2NKX8	0.014	17	1250	13	23
Q96JK2	0.014	13	942	13	25
Q5ZJQ3	0.116	13	112	13	25
Q86D28	0.075	29	389	8	36
Q15466	0.101	26	257	13	28
P01239	0.079	18	229	13	30
P20201	0.171	22	129	13	34
A0A157T322	0.194	28	144	13	40
P22745	0.052	23	442	13	35
P82804	0.111	23	207	13	35
P04126	0.667	24	36	13	36
D5F6K1	0.385	25	65	13	37
